,Unnamed: 0,Company ID,Description,Company Name,HQ Post Code,Primary Industry Code,Primary Contact,Year Founded,Active Investors,HQ Location,Growth Rate,Size Multiple,Last Financing Date,Last Financing Size,Last Financing Deal Type 2 ,Majestic Referring Domains,Facebook Likes,Twitter Followers,Employees,Total Raised,VC_invested,Twitter_Username,analytical,confident,tentative,anger,disgust,fear,joy,sadness,agreeableness_big5,conscientiousness_big5,emotional_range_big5,extraversion_big5,openness_big5
15,123,173888-65,"Operator of a financial resources marketplace created to provide better financial options for working Americans. The company's platform offers a no-cost, no-interest and no-penalties financing option for working Americans and military personnel as well as gives access to the Zebit Market, an e-commerce site featuring more than 20,000 name brand items they can buy at competitive prices, enabling its members to pay off their purchases over time, without any interest or hidden fees.",Zebit,92037,Consumer Finance,Marc Schneider,2014.0,"Correlation Ventures, Crosslink Capital, Leapfrog Ventures, Ulu Ventures, Wildcat Venture Partners","San Diego, CA",1.0394026061782005,5.359331660326502,2016-11-07,15.0,Series A,125.0,10991.0,242.0,35.0,17.0,1,Schmarx,0.07171893333333332,0.0,0.5328832666666667,0.08187480000000001,0.07548493333333334,0.10611546666666667,0.6331987333333334,0.3127684,0.5745961333333333,0.32557426666666667,0.49074946666666663,0.6638546666666668,0.4902446666666666
16,135,55509-31,Provider of web interface for non technical users to create custom integrations between web applications. The company develops a platform which helps to sync data between web applications.,Zapier,94086,Business/Productivity Software,Bryan Helmig,2011.0,"Adventur.es, Bessemer Venture Partners, Draper Fisher Jurvetson, Individual Investor, Kevin Hale, Michael Liou, Y Combinator","Sunnyvale, CA",0.5931645158762237,39.83311401200125,2014-11-25,1.36,,1406.0,8473.0,25745.0,38.0,2.56,1,bryanhelmig,0.12414466666666667,0.0,0.5618199999999999,0.22085833333333335,0.078365,0.08290883333333333,0.47818050000000006,0.37041799999999997,0.3255726666666667,0.31904666666666665,0.5795370000000001,0.5862023333333334,0.4455066666666667
17,137,173074-51,"Provider of an online deal flow management platform intended to keep track of incoming deals of its various clients. The company's online platform supports decision making with a shared dashboard and forwards further information for potential investment targets through a cloud database, enabling investment professionals to save time and make optimal decisions about funding.",Zapflow,02600,Database Software,Mikko Pirinen,2016.0,"Gorilla Ventures, Winter Backwoods","Espoo, Finland",2.706231489333512,0.438578408917392,2016-11-28,0.7,,15.0,867.0,150.0,6.0,0.7,1,MIKK0_P,0.064291,0.0,0.2860905,0.061458,0.0445595,0.058797499999999996,0.4912965,0.2720125,0.301798,0.11849000000000001,0.4380455,0.546566,0.343621
18,142,55436-50,"Provider of an enterprise class storage platform designed to offer scalable, elastic, cost-effective enterprise storage-as-a-service for public and private cloud. The company's enterprise class storage platform offers Virtual Private Storage Arrays (VSPA), a commodity server and software combo, that combines innovative software with standard hardware to create truly private Cloud storage along with personalized drives, CPUs and memory, enabling businesses to float secure and elastic private cloud storage, with pay per use.",Zadara Storage,92618,Network Management Software,Nelson Nahum,2011.0,"Genesis Partners, Platinum Partners, Toshiba","Irvine, CA",0.8958629329533441,9.27313330279432,2013-07-31,13.0,Corporate,456.0,115.0,2192.0,51.0,20.0,1,nnahum,0.35313325,0.12513,6.7e-05,0.04819475000000001,0.05570575,0.04465475000000001,0.45632875,0.315987,0.34999875,0.434443,0.78385225,0.695568,0.2424
19,145,51547-24,"Provider of a digital recipe platform designed to make it easier for foodies to find and share recipes. The company's digital recipe platform uses patented technology and proprietary data to understand food and taste and provides recipe recommendations to handy tools and helpful videos, enabling users to improve life in the kitchen by finding the perfect recipes for every occasion.",Yummly,94063,Social/Platform Software,Vadim Geshel,2009.0,"Bauer Venture Partners, Bessemer Venture Partners, First Round Capital, Harrison Metal Capital, Individual Investor, Intel Capital, Jeffrey Jordan, Joshua Kopelman, Marcia Hooper, Physic Ventures, The Harvard Common Press, Unilever Ventures, William C. Cobb","Redwood City, CA",-0.4093276423423868,331.18049543384836,2017-05-02,4.0,,15438.0,297962.0,43266.0,34.0,23.66,1,vgeshel,0.0125625,0.0,0.2748785,0.0419555,0.036527000000000004,0.051177,0.4335445,0.1503045,0.1677225,0.3829275,0.342366,0.6736705000000001,0.4576245
20,149,117357-58,"Developer of a mobile game discovery platform designed to offer mobile expedition. The company's mobile game discovery platform offers application exposure without the drawbacks of advertising, enabling consumers to explore and discover game applications by upgrading their online browsing into an exploratory mobile expedition.",Yttro,94040,Application Software,Xiaoxu Ma,2014.0,Amino Capital,"Mountain View, CA",-0.03141699704961399,1.2294036404021669,,4.0,,11.0,44.0,1511.0,6.0,6.6,1,ma_xiaoxu,0.8186720000000001,0.0,0.317215,0.059351,0.044407,0.15674749999999998,0.3627285,0.3909495,0.46813499999999997,0.42733150000000003,0.6715800000000001,0.39751800000000004,0.11678749999999999
21,151,56146-33,"Provider of growth tools for mobile applications. The company offers mobile conversion tracking software for social sharing and marketing campaigns, viral tuning products and analytics platform for various mobile applications.",Yozio,94108,Application Software,Lei Sun,2012.0,"AME Cloud Ventures, Ashvin Patel, Cynthia Padnos, Eric Reis, Eric Ries, Farzad Nazem, Foundation Capital, Illuminate Ventures, Jerry Yang, Kal Vepuri, Maynard Webb, Morado Venture Partners, Sean Ellis, Tsingyuan Ventures, Webb Investment Network","San Francisco, CA",2.795955920303579,4.244717627934283,2015-07-28,7.0,Series A,277.0,156.0,431.0,11.0,8.62,1,SunLei1983,0.335312,0.0,0.316302,0.19199,0.0651485,0.059283,0.3815035,0.4151095,0.0918715,0.29585300000000003,0.585182,0.013423500000000001,0.381403
22,157,60576-85,"Developer of decision making technologies and software for startups. The company connects corporations with startups through corporate startup innovation programs globally across enterprises, governments, universities, foundations and accelerators.",YouNoodle,94103,Other Commercial Services,Torsten Kolind,2010.0,"Amicus Group, Andy White, Founders Fund, Individual Investor, James Hong, Lars-Henrik Friis Molin, Max Levchin, Small World Group, VTF Capital","San Francisco, CA",0.13780403177388215,23.01248673402321,2014-03-20,1.1,,1319.0,4147.0,5480.0,11.0,1.3,1,tkolind,0.06655299999999999,0.0,0.27907,0.07001116666666667,0.06838716666666667,0.08939183333333334,0.673698,0.26728833333333335,0.6617613333333333,0.5966581666666667,0.5367808333333334,0.8242721666666667,0.18777716666666666
23,158,55966-51,"Provider of a personal cloud service designed to change the way a user streams, accesses, and shares their files and documents. The company's cloud service offers a free platform that works via peer-to-peer unification of content across computers, enabling users to share or stream their music, playlists and video and access their photos and documents from anywhere in the world, without having to manage anything or store files online.",Younity,92024,Information Services (B2C),Erik Caso,2010.0,"Brian Lee, Colle Capital Partners, Crosslink Capital, Draper Associates, G. Bradford Jones, Gramercy, Greg Arrese, Individual Investor, Kamran Pourzanjani, Knight & Bishop, Lowercase Capital, Mark Kolokotrones, Marker, Mucker Capital, Oakview Group, PROfounders Capital, Tekton Ventures, The Gramercy Fund, Thomas Turney, ToysRUs","Encinitas, CA",-0.5615067120289747,34.863808281383825,2015-12-03,8.0,Series A,261.0,35520.0,28814.0,27.0,11.72,1,erikcaso,0.27110466666666666,0.26675333333333334,0.400596,0.12576166666666666,0.08930733333333334,0.28576466666666667,0.39283533333333337,0.43540399999999996,0.45615066666666665,0.5295633333333333,0.7581626666666667,0.6989980000000001,0.391796
24,166,53702-92,"Provider of fresh food traceability and supply-chain insights platform. The company offers HarvestMark, a cloud-based food-traceability platform that enables fresh food buyers and sellers to trace meat and seafood products back to the harvest.",YottaMark,94065,Business/Productivity Software,Elliott Grant,2005.0,"ATA Ventures, Granite Ventures, Thomvest International Limited, Westbury Partners","Redwood City, CA",-0.21068119584032366,1.4338448618109636,,4.0,,106.0,867.0,1.0,51.0,48.82,1,elliottgrant,0.406136,0.0,0.37659366666666666,0.07962866666666667,0.09243666666666667,0.09495933333333333,0.5235863333333333,0.1587436666666667,0.39970100000000003,0.7995606666666667,0.5113426666666666,0.674883,0.5666086666666666
25,175,98502-49,"Provider of a platform designed to connect yoga practitioners with their instructors. The company's platform provides timely information about yoga events and happenings in a particular area to the yoga community, enabling yoga teachers to communicate with their students and keep them in the loop about classes, workshops, news and events.",Yogatrail,94119,Social/Platform Software,Alex Klein,2013.0,"500 Startups, David McClure, Expara IDM Ventures, Khailee Ng, Sven Ernst","San Francisco, CA",-0.384933958396504,91.8297309152505,,0.75,,1903.0,117870.0,41697.0,6.0,1.37,1,AlexKleinIT,0.36296866666666666,0.0,0.2875783333333333,0.07555166666666667,0.05239966666666667,0.0778325,0.5404456666666667,0.45883633333333335,0.49300266666666664,0.7260423333333333,0.8462751666666666,0.609786,0.24827216666666665
26,183,55676-71,"Provider of an online platform for social and professional connections. The company is a provider of an online and mobile platform which helps users to connect with other users based on common interest in pre-existing communities such as those within neighborhoods, affinity groups, universities, non-profits, businesses and brands.",Yeti (discovery app),90405,Social Content,Alex Capecelatro,2011.0,"Edgewater Ventures, JA Partners","Santa Monica, CA",-0.02452109188466584,6.978802296875251,2015-07-16,4.0,,27.0,2677.0,8187.0,6.0,0.88,1,AlexCapecelatro,0.30329081818181813,0.0,0.5609015454545454,0.075225,0.06009645454545454,0.0688440909090909,0.6353185454545455,0.34257518181818186,0.7793355454545453,0.7608637272727272,0.7379629999999999,0.8781775454545454,0.3695480909090909
27,187,57103-66,Developer of a referral recruiting platform. The company provides a platform enabling users to get private-referral leads from anyone in their networks. Each referral has a path to introduction through the person making the referral.,YesGraph,94103,Social/Platform Software,Ivan Kirigin,2012.0,"500 Startups, Accel, Adam Gross, Andreessen Horowitz, Bloomberg Beta, Founder Collective, Gustaf Alstromer, Lance White, Matt Humphrey, Michael Birch, NextView Ventures, Quotidian Ventures, Rising Tide Fund, Rivet Ventures, Tom Williams, Wei Guo, Y Combinator","San Francisco, CA",-0.4037716672877528,2.6384346526756253,2016-01-01,4.0,,167.0,258.0,428.0,18.0,2.3,1,ikirigin,0.5359430000000001,0.0,0.6925599999999998,0.2175961666666667,0.1530066666666667,0.12894238888888887,0.5114994444444445,0.48963733333333326,0.15577177777777776,0.12295794444444447,0.5587709444444445,0.6343958888888888,0.6031846666666668
28,206,58781-17,"Provider of a data integration platform. The company provides an online platform that allows organizations to integrate, process and prepare data for analytics on the cloud.",Xplenty,6701751,Database Software,Yaniv Mor,2011.0,"Bain Capital Ventures, Magma Venture Partners, Rembrandt Venture Partners, True Ventures, Waarde Capital","Tel Aviv, Israel",0.4665163060008571,10.85101418926032,2016-12-22,4.0,,527.0,725.0,4956.0,11.0,7.0,1,yanivm,0.432065,0.066355,0.30399260000000006,0.062269200000000004,0.038929000000000005,0.1577612,0.6354422,0.1868962,0.28820640000000003,0.5927640000000001,0.7598588000000001,0.5794781999999999,0.2857824
29,219,97944-31,Developer of mobile applications for retail industry. The company's product is a shopping and checkout service delivers in-store POS-compatible and mobile retail systems based on customer's insights and requests for products to improve the in-store shopping experience.,Xhockware,4200-192,Application Software,Joao Rodrigues,2014.0,"Busy Angels, Carnegie Mellon Portugal Program, PNV Capital, Portugal Capital Ventures, UPTEC","Porto, Portugal",0.0,0.13926027301119415,2015-02-01,0.91,,83.0,15.0,91.0,6.0,1.35,1,JoaoFR,0.3362345,0.0,0.4660955,0.0864505,0.11915800000000001,0.0670635,0.6574605,0.2705655,0.38901399999999997,0.54513,0.7036605,0.5996779999999999,0.37512300000000004
30,236,51119-56,"Provider of a location-based marketing platform designed to drive sales. The company's location-based marketing platform offers in-store visitation insights by market, brand and specific competitors, enabling marketers to close the gap between online activities and offline sales.",xAd,10007,Business/Productivity Software,Stephen McCarthy,2001.0,"Acumen Venture Partners, Arcturus Capital, Emergence Capital Partners, Eminence Capital, IVP, Microsoft Ventures, Palisades Growth Capital, Plug and Play Tech Center, Poole Investment Ventures, SharesPost, Silicon Valley Bank, Smac Partners, SoftBank Capital, Sorrento Associates, Tech Coast Angels, W Capital Partners","New York, NY",0.12214617478768645,14.710723746169586,2016-12-10,4.0,,851.0,2054.0,3620.0,325.0,132.49,1,McCarthy_StephT,0.043683545454545454,0.0,0.4782239090909091,0.2707773636363636,0.11205445454545454,0.17291509090909093,0.5852820909090909,0.4714905454545454,0.636418090909091,0.23276636363636366,0.45414609090909086,0.6222617272727272,0.17504981818181817
31,280,60266-26,"Developer of a real-time web-analytic tool. The company offers a platform that provides real-time customer analytics and customer engagement services and helps businesses to track, analyze, and take action on live customer data.",Woopra,94103,Media and Information Services (B2B),Elie Khoury,2007.0,"Individual Investor, MENA Venture Investments, Wamda Capital","San Francisco, CA",-0.008329895706936874,56.084832637669784,2012-01-01,4.0,Series A,3501.0,13306.0,6572.0,11.0,6.6,1,eliekhoury,0.13067054545454548,0.02415072727272727,0.4527177272727272,0.11501299999999998,0.06362245454545455,0.08152554545454546,0.6400386363636363,0.4098243636363637,0.2746104545454545,0.5047612727272728,0.6367912727272727,0.4804344545454546,0.2844742727272727
32,282,103623-22,"Developer of an on-demand staffing platform. The company removes the friction for companies to find talent for on-demand hourly or daily job needs, while creating freedom through flexibility for job seekers.",Wonolo,94102,Human Capital Services,Yong Kim,2013.0,"Aslanoba Capital, Brad Garlinghouse, Coca-Cola Founders, CrunchFund, David Butler, Drummond Road Capital, Eric Ries, Foundry Group, Haystack, Jeff Heitzman, Marc Bell Capital Partners, Morris Wheeler, PivotNorth Capital","San Francisco, CA",2.8874620761464187,6.101241003083303,2016-01-25,5.73,Series A,173.0,3588.0,3642.0,67.0,7.93,1,yongkookkim,0.5534958999999999,0.0,0.2604851,0.07171580000000001,0.0575055,0.13800600000000002,0.6079226,0.319948,0.5849382000000001,0.6590243,0.735978,0.9123786,0.4107075
33,286,52939-09,"Provider of search engine and directory services for how-to videos. The company aggregates community-submitted links and reviews of how-to video from across the Internet related to beauty, art, crafts, science and lifestyle.",WonderHowTo,90402,Social/Platform Software,Bryan Crow,2008.0,"General Catalyst Partners, Individual Investor","Santa Monica, CA",-0.3121193188985311,286.45923233740115,2008-01-30,4.0,Series A,19954.0,34719.0,9847.0,3.0,0.5,1,BryanTheCrow,0.4551402857142857,0.0,0.5197884285714285,0.16763071428571427,0.18065871428571428,0.16785485714285714,0.5071344285714287,0.4666608571428572,0.05431871428571428,0.18698385714285717,0.6997137142857143,0.26934642857142854,0.3359742857142857
34,289,65614-78,Developer of an e-gift card application. The company offers an online marketplace that allows users to discover and purchase e-gift cards from national retailers and local specialty stores.,Wonder Technologies,94010,Social/Platform Software,Gerry Goldstein,2012.0,"Bill Glass, Bril Flint, Central Texas Angel Network, David Perry, Eran Goren, F50, Houston Angel Network, Individual Investor, Joe Canterbury, K5 Ventures, Michael Margolies, Mosaik Partners, Robin Pimentel, Rui Pereira, Tech Coast Angels, Texas Halo Fund","Burlingame, CA",0.0052545421921101525,1.0344671416336857,2016-05-24,4.0,,49.0,1191.0,3.0,14.0,2.1,1,gergoldstein,0.158678,0.0,0.229116,0.062769,0.0386715,0.1016225,0.336615,0.41078400000000004,0.5777455,0.47251449999999995,0.776379,0.7178450000000001,0.26158349999999997
36,304,56361-43,"Provider of a social news reader software designed to deliver news and insight for workforce. The company's social news reader software offers a powerful alternative via a personalized, curated list of stories for each employee, which allows professionals find and share important reads with their coworkers.",Wiser,10004,Publishing,Sandeep Ayyappan,2011.0,"Actinic Ventures, FirstGrowth Venture Network, Mogility Capital, New Coast Ventures, NextNews Ventures, Plug and Play Tech Center, Thomas Glocer, TimeSpace, Tom Rutledge, WeWork, Zachary Aarons","New York, NY",-0.027591307316609647,0.3637239908610579,2016-06-01,4.0,,6.0,71.0,369.0,8.0,6.6,1,sayyappan,0.552406,0.0,0.189482,0.11203450000000001,0.122064,0.11240649999999999,0.47848650000000004,0.2900355,0.765776,0.6263925,0.655012,0.8479695,0.451974
37,306,168652-54,"Operator of an online media platform in the United States. The company provides a web platform which is engages in providing the deeper meaning of a variety of movies, TV shows, video games and music.",Wisecrack,90027,Information Services (B2C),Jacob Salamon,2014.0,"Brett Hurt, Gregg Spiridellis, Steve Bornstein, Third Wave Digital","Los Angeles, CA",8.545458530841294,91.56478794828095,2016-11-22,1.0,,857.0,234621.0,8337.0,18.0,1.0,1,jacobsalamon,0.41240699999999997,0.0,0.55314675,0.07665150000000001,0.077877,0.06469925,0.50359775,0.24484649999999997,0.81982375,0.65789975,0.5843625,0.87585625,0.33180325
